CheckedEST,Link,Date,D_Alcona,D_Alger,D_Allegan,D_Alpena,D_Antrim,D_Arenac,D_Baraga,D_Barry,D_Bay,D_Benzie,D_Berrien,D_Branch,D_Calhoun,D_Cass,D_Charlevoix,D_Cheboygan,D_Chippewa,D_Clare,D_Clinton,D_Crawford,D_Delta,D_Dickinson,D_Eaton,D_Emmet,D_Genesee,D_Gladwin,D_Gogebic,D_GrandTraverse,D_Gratiot,D_Hillsdale,D_Houghton,D_Huron,D_Ingham,D_Ionia,D_Iosco,D_Iron,D_Isabella,D_Jackson,D_Kalamazoo,D_Kalkaska,D_Kent,D_Keweenaw,D_Lake,D_Lapeer,D_Leelanau,D_Lenawee,D_Livingston,D_Luce,D_Mackinac,D_Macomb,D_Manistee,D_Marquette,D_Mason,D_Mecosta,D_Menominee,D_Midland,D_Missaukee,D_Monroe,D_Montcalm,D_Montmorency,D_Muskegon,D_Newaygo,D_Oakland,D_Oceana,D_Ogemaw,D_Ontonagon,D_Osceola,D_Oscoda,D_Otsego,D_Ottawa,D_PresqueIsle,D_Roscommon,D_Sagniaw,D_Sanilac,D_Schoolcraft,D_Shiawassee,D_StClair,D_StJoseph,D_Tuscola,D_VanBuren,D_Washtenaw,D_Wayne,D_Wexford,D_MDOC,D_FCI,D_OutState,D_NR,D_TOTAL,D_Detroit,D_Probable,D_Notes,D_Male,D_Female,D_SexNR,D_0_9,D_10_19,D_0_19,D_20_29,D_30_39,D_40_49,D_50_59,D_60_69,D_70_79,D_80_plus,D_AgeNR,D_AgeMin,D_AgeMax,D_AgeAvg,D_AgeMed,D_Native,D_Asian,D_Black,D_White,D_Many,D_Other,D_RaceNR,D_Hispanic,D_NonHispanic,D_HispanicNR,D_Arab,D_NonArab,D_ArabNR
2020-08-23 21:07,"https://web.archive.org/web/20200823210749/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-08-23,2,,6,14,,3,,2,39,1,69,3,42,15,2,2,,3,13,5,3,2,8,2,277,2,1,5,15,25,,4,36,7,11,1,9,36,84,4,157,,,34,,13,28,,,920,1,11,,2,,10,1,24,3,,63,,1109,6,3,,,1,11,58,1,4,127,5,,28,52,11,29,13,114,2722,4,70,5,,,6393,1503,266,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",3334,3059,,,,,24,63,210,522,1136,1712,2724,,,,,,19,81,2478,3374,100,128,213,2%,83%,14%,1%,45%,53%
2020-08-24 21:50,"https://web.archive.org/web/20200825015052/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-08-24,2,,6,14,,3,,2,39,1,69,3,42,15,2,2,,3,13,5,3,2,8,2,278,2,1,5,15,25,,4,36,7,11,1,9,36,84,4,157,,,34,,13,28,,,920,1,11,,2,,10,1,24,3,,63,,1109,6,3,,,1,11,58,1,4,127,5,,28,52,11,29,13,114,2725,4,70,5,,,6397,1504,266,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",3337,3060,,,,,24,63,210,522,1138,1714,2724,,,,,,19,82,2479,3376,100,128,213,2%,83%,14%,1%,45%,53%
2020-08-25 20:34,"https://web.archive.org/web/20200826003424/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-08-25,2,,6,14,,3,,2,40,2,69,3,43,15,2,2,,3,13,5,3,2,8,2,278,2,1,5,15,26,,4,37,7,11,1,9,37,84,4,159,,,34,1,13,28,,,923,1,11,,2,,11,1,24,3,,64,,1112,6,3,,,1,11,58,1,4,127,6,,28,52,11,29,13,114,2727,4,70,5,,,6417,1504,267,"Note on deaths (08/25/20): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 6 additional deaths identified by this methodology. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",3352,3065,,,,,24,63,210,523,1139,1722,2734,,,,,,19,82,2478,3396,102,128,212,2%,83%,14%,1%,45%,53%
2020-08-26 21:22,"https://web.archive.org/web/20200827012257/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-08-26,2,,6,14,,3,,2,40,2,69,3,43,15,2,2,,3,13,5,3,2,8,2,278,2,1,6,15,26,,4,38,7,11,1,9,37,85,4,159,,,34,1,13,28,,,924,1,11,,2,,11,1,25,3,,64,,1113,6,3,,,1,11,58,1,4,127,6,,28,52,11,29,13,114,2728,4,70,5,,,6424,1504,266,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",3357,3067,,,,,25,63,210,522,1140,1724,2737,,,,,,19,82,2479,3399,103,128,214,2%,83%,14%,1%,46%,53%
2020-08-27 19:11,"https://web.archive.org/web/20200827231140/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-08-27,2,,6,14,,3,,2,41,2,70,3,43,16,2,2,,3,13,5,3,2,8,2,278,2,1,6,15,26,,4,37,7,11,1,9,39,85,4,159,,,34,1,13,28,,,926,1,11,,2,,11,1,25,3,,65,,1114,6,3,,,1,11,58,1,3,128,6,,28,52,11,29,13,114,2736,4,70,5,,,6440,1506,266,"*Note on deaths (08/27/20): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 15 additional deaths identified by this methodology. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",3367,3073,,,,,24,63,210,524,1143,1725,2748,,,,,,19,83,2482,3411,102,129,214,2%,83%,14%,1%,46%,53%
2020-08-28 21:59,"https://web.archive.org/web/20200829015931/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-08-28,2,,6,14,,3,,2,41,2,70,3,43,16,2,2,,3,13,5,3,2,8,2,278,2,1,6,15,26,,4,38,7,11,1,9,39,85,4,159,,,34,1,13,28,,,927,1,11,,2,,11,1,26,3,,65,,1114,6,4,,,1,11,58,1,3,128,6,,28,52,11,29,13,114,2738,4,70,5,,,6446,1507,266,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",3371,3075,,,,,24,64,210,524,1143,1730,2749,,,,,,19,85,2489,3438,103,129,183,2%,83%,14%,1%,46%,52%
2020-08-29 18:13,"https://web.archive.org/web/20200829221347/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-08-29,2,,6,14,,3,,2,41,2,70,3,43,17,2,2,,4,13,5,3,2,8,2,279,2,1,6,15,26,1,4,38,7,11,1,9,39,86,4,160,,,34,1,13,28,,,929,1,11,,2,,11,1,26,3,,67,,1119,6,4,,,1,11,58,1,3,129,6,,28,52,11,29,14,114,2742,4,70,5,,,6467,1508,278,"Note: Public datasets were not updated at the time of aggregation, so data was taken from the dashboard table view 
*Note on deaths (8/29/20): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 7 additional deaths identified by this methodology. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",3381,3086,,,,,25,64,211,525,1145,1736,2759,,,,,,20,86,2493,3460,103,129,176,2%,84%,14%,1%,46%,52%
2020-08-30 16:09,"https://web.archive.org/web/20200831024735/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-08-30,2,,6,14,,3,,2,41,2,70,3,43,17,2,2,,4,13,5,3,2,8,2,279,2,1,6,15,26,1,4,38,7,11,1,9,39,86,4,163,,,34,1,13,28,,,929,1,11,,2,,11,1,26,4,,67,,1120,6,4,,,1,11,58,1,3,129,6,,28,52,11,29,14,114,2743,4,70,5,,,6473,1509,275,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",3383,3090,,,,,27,65,211,525,1145,1737,2761,,,,,,20,86,2494,3465,103,129,176,2%,84%,14%,2%,46%,52%
2020-08-31 18:52,"https://web.archive.org/web/20200831225229/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-08-31,2,,6,14,,3,,2,41,2,70,3,43,16,2,2,,4,13,5,3,2,8,2,279,2,1,6,15,26,1,4,41,7,11,1,9,39,86,4,163,,,34,1,13,28,,,929,1,11,,2,,11,1,26,4,,67,1,1120,6,4,,,1,11,58,1,4,129,6,,28,52,11,29,14,114,2745,4,71,5,,,6480,1509,273,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",3388,3092,,,,,27,65,210,525,1147,1741,2763,,,,,,20,86,2495,3469,103,130,177,2%,84%,14%,2%,46%,52%
2020-09-01 15:24,"https://web.archive.org/web/20200901192440/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-01,2,,6,14,,3,,2,41,2,70,3,43,16,2,2,,4,13,5,3,2,9,3,279,2,1,7,15,26,1,4,40,7,11,1,9,39,86,4,164,,,34,1,13,28,,,930,1,11,,2,,11,1,26,4,,68,1,1122,6,5,,,1,11,58,1,4,129,6,,29,52,11,29,14,114,2751,4,71,5,,,6495,1510,272,"Note on deaths (9/1/20): Regular reviews of death certificate data maintained in Vital Records reporting systems are conducted by MDHHS staff three times per week. As a part of this process, records that identify COVID-19 infection as a contributing factor to death are compared against all laboratory confirmed cases of COVID-19 in the Michigan Disease Surveillance System (MDSS). If a death certificate is matched to a confirmed COVID-19 case and that record in the MDSS does not indicate the individual died, the MDSS record is updated to indicate the death and the appropriate local health department is notified. These matched deaths are then included with mortality information posted to the Michigan Coronavirus website. As a result of the most recent assessment, today’s data includes 8 additional deaths identified by this methodology. 
This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",3395,3100,,,,,26,66,210,525,1151,1747,2768,,,,,,20,85,2498,3479,104,131,178,2%,84%,14%,2%,46%,52%
2020-09-03 10:35,"https://web.archive.org/web/20200903021054/https://www.michigan.gov/coronavirus/0,9753,7-406-98163_98173---,00.html",2020-09-02,2,,6,14,,3,,2,42,2,70,3,43,16,3,2,,4,13,5,3,2,9,3,279,2,1,7,15,26,1,4,40,7,11,1,10,39,86,4,164,,,34,1,13,28,,,940,1,11,,2,,11,1,27,4,,68,1,1122,6,5,,,1,11,58,1,4,129,6,,29,52,11,29,14,114,2751,4,71,5,,,6509,1510,272,"This report is provisional and subject to change. City of Detroit and Wayne County are reported separately. MDHHS began tracking probable cases April 5, 2020. FCI indicates federal correctional institute. MDOC indicates Michigan Department of Corrections. Diagnostic tests, including nucleic acid amplification/real-time polymerase chain reaction (NAAT/RT-PCR) and rapid virus antigen detection point of care (POC) tests, look for current infection. Serology (antibody) tests are used to look for the possibility of previous infection.
Source: Michigan Disease Surveillance System (MDSS) and Vital Records",3406,3103,,,,,27,66,210,525,1154,1750,2775,,,,,,20,86,2498,3493,104,131,177,2%,84%,14%,2%,46%,52%
